#,Name,Faction,T,V,T,V,T,V
1,Александр Алексеев,маги,3,0,3,0,5,3
2,Артем Анпилогов,илтари,5,0,5,3,3,0
3,Алексей Смышляев,страйдеры,5,3,2,3,1,0
4,Владимир Владимирович,парогномы,4,0,4,3,3,3
5,Данила Антонов,годсворн,2,3,2,0,4,0
6,Денис Кубиков,моллог,3,3,1,3,1,3
7,Максим Федоров,крысы,1,1,4,0,4,3
8,Никита Чикулаев,крысы,4,3,1,0,2,0
9,Петр Федин,курноты,1,1,3,3,2,3
10,Степан Степанов,козлы,2,0,5,0,5,0
