#,Name,Faction,T,V,T,V,T,V
1,Константин Кручинин,гоблины,1,3,1,3,1,3
2,Мирон Андреев,маги,2,0,3,0,3,3
3,Serii,призраки,3,0,4,3,3,0
4,Андрей Морозов,орки,4,0,4,0,10,3
5,Павел Аленчев,риверы,4,3,2,0,9,0
6,Евгений Овчинников,призраки,3,3,2,3,1,0
7,Никита Чикулаев,крысы,2,3,1,0,2,0
8,Александр Старовойтов,маги,1,0,3,3,2,3
