#,Name,T,V,T,V,T,V
1,Александр Алексеев,2,1,1,0,2,1
2,Анна Мельникова,3,1,1,1,1,1
3,Александр Оводков,1,1,2,1,1,0
4,Давид Афинский,1,0,3,0,3,0
5,Ден Волк,2,0,2,0,3,1
6,Святослав Соколов,3,0,3,1,2,0
