#,Name,Faction,T,V,T,V,T,V
1,Александр Оводков,годсворн,1,1,1,0,2,0
2,Владимир Осокин,призраки,3,0,4,0,4,1
3,Виталий Тютюриков,страйдеры,2,0,3,1,3,1
4,Иван Марков,моллог,2,1,1,1,1,0
5,Кирилл Бадягин,призраки,3,1,2,0,3,0
6,Константин Кручинин,глаза,4,0,4,1,2,1
7,Марк Карк,маги,4,1,2,1,1,1
8,Полина Морозова,призраки,1,0,3,0,4,0
