#,Name,Faction,T,V,T,V,T,V
1,Ден Волк,призраки,4,1,2,1,2,0
2,Евгений Сафронов,гули,2,1,3,0,4,3
3,Константин Кручинин,волки,3,3,1,3,1,3
4,Максим Федоров,крысы,1,3,1,0,3,3
5,Максим Халилулин,призраки,3,0,4,0,4,0
6,Никита Чикулаев,гномы,1,0,4,3,2,3
7,Павел Кузнецов,баньши,4,1,3,3,1,0
8,Святослав Соколов,магоры,2,1,2,1,3,0
