#,Name,T,V,T,V,T,V
1,Александр Лебедев,3,0,3,0,4,0
2,Алексей Смышляев,2,0,5,3,3,3
3,Владимир Владимирович,4,1,3,3,2,3
4,Дарион,5,0,4,0,5,0
5,Дмитрий Матвеев,4,1,4,3,3,0
6,Денис Ульмаев,5,3,1,0,2,0
7,Иван Марков,3,3,1,3,1,0
8,Павел Аленчев,1,3,2,0,4,3
9,Петр Федин,1,0,5,0,5,3
10,Сергей Шевелев,2,3,2,3,1,3
