#,Name,T,V,T,V,T,V
1,Антон Корнаков,7,1,5,3,3,0
2,Анна Мельникова,4,3,2,0,4,1
3,Алексей Смышляев,5,3,2,3,1,0
4,Александр Оводков,6,0,7,0,6,3
5,Андрей Оводков,7,1,7,3,2,0
6,Владимир Владимирович,4,0,6,3,5,3
7,Иван Марков,5,0,4,3,4,1
8,Мирон Андреев,1,0,6,0,7,0
9,Михаил Ковальков,3,0,5,0,6,0
10,Максим Оргиец,6,3,3,0,5,0
11,Nevar,2,0,4,0,7,3
12,Никита Чикулаев,3,3,1,0,3,3
13,Петр Федин,2,3,1,3,2,3
14,Константин Кручинин,1,3,3,3,1,3
