#,Name,T,V,T,V,T,V
1,Александр Оводков,6,0,4,0,6,1
2,Александр Петрив,5,1,2,0,3,1
3,Владимир Владимирович,2,1,3,1,1,0
4,Дмитрий Матвеев,5,0,5,1,4,1
5,Дмитрий Точенов,1,1,2,1,2,0
6,YNot,1,0,5,0,6,0
7,Кронос,3,1,3,0,5,0
8,Максим Халилулин,4,0,4,1,3,0
9,Святослав Соколов,6,1,1,1,1,1
10,Григорий Фисаков,2,0,6,0,5,1
11,Виктор Нелипович,4,1,1,0,2,1
12,Faraicool,3,0,6,1,4,0
