#,Name,T,V,T,V,T,V
1,Александр Оводков,1,1,1,0,2,0
2,Владимир Осокин,3,0,4,0,4,1
3,Виталий Тютюриков,2,0,3,1,3,1
4,Иван Марков,2,1,1,1,1,0
5,Кирилл Бадягин,3,1,2,0,3,0
6,Константин Кручинин,4,0,4,1,2,1
7,Марк Карк,4,1,2,1,1,1
8,Полина Морозова,1,0,3,0,4,0
