#,Name,Faction,T,V,D,T,V,D,T,V,D
1,Кирилл Никитин,маги,5,0,10,2,-3,-6,3,-3,-12
2,Павел Аленчев,риверы,1,-3,-15,4,3,17,3,3,12
3,Евгений Овчинников,глаза,2,3,28,1,-3,5,2,3,22
4,Никита Чикулаев,гномы,1,3,15,1,3,-5,1,3,20
5,Александр Лотков,скелеты,3,0,-2,4,-3,-17,4,3,9
6,Павел Ботин,моллог,2,-3,-28,5,0,10,4,-3,-9
7,Данила Антонов,стилхарты,4,3,1,2,3,6,1,-3,-20
8,Александр Петрив,магоры,3,0,2,3,3,15,2,-3,-22
9,Сергей Куров,орки,4,-3,-1,3,-3,-15,5,0,10
