#,Name,Faction,T,V,T,V,T,V
1,Анна Мельникова,призраки,5,3,3,0,4,3
2,Глеб Гусев,маги,1,1,4,1,14,0
3,Денис Кубиков,гномы,6,0,5,3,3,0
4,Давид Афинский,призраки,4,0,4,1,5,1
5,Дмитрий Точенов,страйдеры,6,3,1,0,2,0
6,Евгений Тюляев,илтари,2,0,5,0,18,0
7,Иван Марков,парогномы,5,0,6,0,5,1
8,Максим Оргиец,призраки,3,0,6,3,4,0
9,Павел Кузнецов,моллог,1,1,3,3,2,3
10,Петр Федин,моллог,3,3,2,3,1,3
11,Роман Евсеев,илтари,2,3,2,0,3,3
12,Святослав Соколов,илтари,4,3,1,3,1,0
