#,Name,Faction,T,V,D,T,V,D,T,V,D
1,Павел Аленчев,риверы,1,0,-1,3,-3,-18,4,-3,-8
2,Дмитрий Матвеев,скелеты,2,-3,-18,4,3,19,3,-3,4
3,Евгений Сафронов,парогномы,3,-3,-3,3,3,18,1,-3,-11
4,Максим Федоров,глаза,4,3,25,1,-3,-13,2,-3,-15
5,Максим Каревский,моллог,4,-3,-25,4,-3,-19,4,3,8
6,Александр Каревский,страйдеры,3,-3,-3,2,-3,-28,3,3,-4
7,Анна Мельникова,призраки,2,3,18,1,3,13,1,3,11
8,Михаил Ковальков,страйдеры,1,0,1,2,3,28,2,3,15
