#,Name,Faction,T,V,D,T,V,D,T,V,D
1,Павел Аленчев,риверы,1,3,18,1,-3,7,2,3,7
2,Александр Каревский,магоры,2,0,8,2,3,4,1,-3,-8
3,Максим Каревский,крысы,1,-3,-18,2,-3,-4,3,0,10
4,Владимир Владимирович,парогномы,3,3,18,1,3,-7,1,3,8
5,Богдан Елизаров,призраки,2,0,-8,3,3,4,2,-3,-7
6,Proxy,стилхарты,3,-3,-18,3,-3,-4,3,0,-10
