#,Name,T,V,T,V,T,V
1,Александр Алексеев,3,0,3,0,5,3
2,Артем Анпилогов,5,0,5,3,3,0
3,Алексей Смышляев,5,3,2,3,1,0
4,Владимир Владимирович,4,0,4,3,3,3
5,Данила Антонов,2,3,2,0,4,0
6,Денис Кубиков,3,3,1,3,1,3
7,Максим Федоров,1,1,4,0,4,3
8,Никита Чикулаев,4,3,1,0,2,0
9,Петр Федин,1,1,3,3,2,3
10,Степан Степанов,2,0,5,0,5,0
